FEATURES_DESC_006A,FACILITY_CARRIED_007,LAT_016,LONG_017,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,APPR_WIDTH_MT_032,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,CHANNEL_COND_061,CULVERT_COND_062,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,Culvert_Damage,SVCYR,ADT,Reconst,PTRUCK
'CEDAR CREEK             ','CALIFORNIA BLVD   ',31203079,94443293,1996,2,704,6.7,7.5,2.4,8.2,7.5,8.3,6,7,0,0,0,0,0,22,704,0,0
'CEDAR CREEK             ','LOTUS LN          ',31202569,94443652,1984,2,1061,6.7,12,2.4,8.5,12,12.8,7,7,0,0,0,0,0,34,1061,0,0
'DRAW                    ','LOTUS LANE        ',31203762,94445966,2007,3,1100,11,11,2.1,8.2,11.2,18.3,6,7,0,0,0,0,0,11,1100,0,0
'PAPER MILL CREEK TRIB   ','MOFFETT RD        ',31214307,94415507,1987,2,577,7.3,12.2,3,10.1,7.3,18.7,7,7,0,0,0,0,0,31,577,0,0
'PAPER MILL CREEK TRIB   ','MOFFETT ROAD      ',31214530,94415450,2013,2,500,9.4,9.7,3,13.4,9.4,15.3,7,7,0,0,0,0,0,5,500,0,0
'CEDAR CREEK SOUTH TRIB  ','PALMORE RD        ',31194577,94454339,1996,2,55,6.1,7.1,2.1,8.2,7.1,7.9,6,7,0,0,0,0,0,22,55,0,0
'CEDAR CREEK             ','PERSHING AVE      ',31193316,94450649,1976,3,5681,11,11,3,10.1,0,0,5,6,0,0,0,0,1,42,5681,0,0
'HURRICANE CREEK         ','TULANE DR         ',31193484,94432860,1981,3,1103,11,10.9,3,10.1,10.9,12.6,7,7,0,0,0,0,0,37,1103,0,0
'HURRICANE CREEK TRIB    ','TULANE DR         ',31192807,94432528,2000,3,1103,11,11.3,3,7.9,11.3,16,6,7,0,0,0,5,0,18,1103,0,5
'HURRICANE CRK W BRANCH  ','TOM TEMPLE DR     ',31191380,94440873,1996,2,1396,6.7,9.1,2.7,9.8,9.1,10.1,7,6,0,0,0,0,1,22,1396,0,0
'HURRICANE CREEK         ','KIWANIS PARK DR   ',31192372,94433412,1978,2,500,7.3,11.2,3,11.6,7.3,12.6,6,6,0,0,0,0,1,40,500,0,0
'HURRICANE CREEK TRIB    ','KIWANIS PARK DR   ',31192232,94433265,1978,2,500,7.3,10.7,3,6.7,7.3,12.6,6,7,0,0,0,0,0,40,500,0,0
'WHITE OAK CREEK         ','LUMBERJACK DR     ',31113278,94463115,1990,2,355,9.8,14.1,3,11.6,14.1,14.8,5,6,0,0,0,0,1,28,355,0,0
'LITTLE ELKHART CREEK    ','US 287            ',31262808,95283538,1931,4,5570,16.8,17.7,3,6.7,17.7,21.6,6,6,0,0,1969,9,1,49,5570,1,9
'MAYES BRANCH            ','US 287            ',31255896,95283095,1931,4,5570,16.8,17.6,3,10.1,17.6,22.2,5,6,0,0,1969,9,1,49,5570,1,9
'DRAW                    ','SH 21             ',31064487,95410570,1923,2,2610,11.6,11.5,3,10.1,11.5,13.3,8,6,1,0,1955,22,1,63,2610,1,22
'DRAW                    ','SH 21             ',31091236,95394507,1923,2,2610,11.6,11.7,3,10.1,11.7,13.2,6,6,1,0,1955,22,1,63,2610,1,22
'DRAW                    ','SH 21             ',31141958,95344499,1936,2,2610,14,14,3,13.4,14,20.5,6,7,1,0,2016,22,0,2,2610,1,22
'TRIB OF BIG CREEK       ','SH 21             ',31143612,95341304,1936,3,2610,15.2,15.2,3,7,15.2,23.3,7,7,1,0,2016,22,0,2,2610,1,22
'DRAW                    ','SH 21             ',31054802,95411672,1959,2,2610,11.6,11.5,3,7.3,11.5,16.9,7,6,1,0,0,22,1,59,2610,0,22
'MCLEAN CREEK            ','SH 21             ',31314511,95145145,1932,2,1200,8.5,8.5,3,10.1,0,0,7,6,0,0,0,15,1,86,1200,0,15
'BRACKEN CREEK           ','SH 21             ',31303873,95153020,1989,2,1560,9.1,12.2,3,11.6,0,0,6,7,0,0,0,13,0,29,1560,0,13
'ARNOLD CREEK            ','SH 7              ',31185064,95250950,1933,2,3700,15.2,15.5,1.5,8.8,0,0,8,6,1,0,2010,25,1,8,3700,1,25
'WHITE ROCK CREEK        ','SH 7              ',31195300,95192658,1933,2,3700,15.2,15.3,3,9.4,15.3,23.5,7,7,1,0,2010,25,0,8,3700,1,25
'PEACHTREE CREEK         ','SH 7              ',31203216,95162205,1933,2,3480,14,18,3,6.7,18,18.6,6,7,1,0,2015,18,0,3,3480,1,18
'LEE CREEK               ','SH 7              ',31225906,95090984,2006,2,3730,13.4,13.4,3,9.8,0,0,7,7,1,0,0,18,0,12,3730,0,18
'HURRICANE BAYOU RELIEF  ','FM 229            ',31205410,95304582,1969,2,990,7.9,8.5,1.8,8.2,8.5,14.4,6,6,0,0,0,12,1,49,990,0,12
'SPRING CREEK            ','FM 229            ',31193378,95285169,1984,2,1460,7.3,8.5,3,10.1,8.5,20.8,5,5,0,0,0,13,1,34,1460,0,13
'SAN PEDRO CREEK         ','FM 228            ',31312412,95263123,1988,2,1090,7.3,10.4,3,16.5,10.4,11.1,6,7,0,0,0,12,0,30,1090,0,12
'MURCHISON CREEK         ','FM 228            ',31323522,95242300,1988,2,590,7.3,9.9,2.4,8.2,9.9,17.5,6,7,0,0,0,12,0,30,590,0,12
'BIG ELKHART CREEK       ','FM 1272           ',31305836,95320797,1988,2,270,6.1,9.1,3,13.7,9.1,9.9,7,7,0,0,0,2,0,30,270,0,2
'TANTABOGUE CREEK TRIB   ','FM 230            ',31062135,95275690,2007,2,1240,7.3,13.4,3,7,13.4,16.5,7,7,0,0,0,10,0,11,1240,0,10
'CLICK SLOUGH            ','FM 1280           ',31082616,95234675,1951,2,690,7.3,7.6,2.4,13.1,7.6,12.9,8,6,0,0,2013,9,1,5,690,1,9
'GAIL CREEK RELIEF       ','FM 1280           ',31082568,95240465,1988,2,690,7.9,11.6,3,16.5,11.6,16.9,7,7,0,0,0,9,0,30,690,0,9
'MURCHISON CREEK         ','FM 227            ',31303696,95224309,1952,2,490,8.5,8.6,1.8,10.1,8.6,14.9,4,6,0,0,1997,15,1,21,490,1,15
'MURCHISON CREEK RELIEF  ','FM 227            ',31303605,95224443,1997,2,490,8.5,8.6,1.8,10.1,8.6,12.4,8,7,0,0,0,15,0,21,490,0,15
'BRACKEN CREEK           ','FM 227            ',31314769,95154389,1989,2,290,6.1,9.1,2.7,9.1,9.1,9.9,6,7,0,0,0,14,0,29,290,0,14
'SAN PEDRO CREEK RELIEF  ','FM 227            ',31320194,95163897,1989,2,290,6.7,9.1,3,16.5,9.1,9.9,7,7,0,0,0,14,0,29,290,0,14
'SAN PEDRO CREEK RELIEF  ','FM 227            ',31320296,95164100,1989,2,290,6.7,9.1,3,13.1,9.1,9.9,6,7,0,0,0,14,0,29,290,0,14
'SILVER CREEK            ','FM 227            ',31320789,95192386,1989,2,340,6.7,9.2,3,14.6,9.2,13.7,6,6,0,0,2001,14,1,17,340,1,14
'SILVER CREEK RELIEF     ','FM 227            ',31320640,95192700,1989,2,340,6.7,8.7,2.7,19.8,8.7,11.8,7,7,0,0,0,14,0,29,340,0,14
'TANTABOGUE CREEK RELIEF ','FM 231            ',31101219,95302462,2004,2,170,7.3,8.4,3,9.4,8.4,9.1,7,7,0,0,0,10,0,14,170,0,10
'ARMSTRONG CREEK         ','FM 357            ',31192854,95064244,1959,2,330,7.9,7.6,3,6.7,0,0,7,7,0,0,0,14,0,59,330,0,14
'LOST CREEK              ','FM 1280           ',31091361,95343125,1959,2,960,7.9,7.8,2.4,7.9,7.8,10.2,5,5,0,0,0,7,1,59,960,0,7
'CANEY BAYOU RELIEF      ','FM 1280           ',31104458,95373905,1959,2,1040,7.6,7.6,2.1,6.7,7.6,11.9,8,7,0,0,2013,7,0,5,1040,1,7
'HALE GULLY              ','FM 1280           ',31104714,95374256,1959,2,1040,7.6,7.6,1.8,9.4,7.6,11.9,7,6,0,0,2013,7,1,5,1040,1,7
'SPRING CREEK            ','LOOP 304          ',31201594,95274543,1960,2,5130,12.2,12.2,3,9.4,12.2,15,5,6,1,0,0,13,1,58,5130,0,13
'DRAINAGE DITCH          ','FM 2076           ',31185910,95290808,1955,2,310,6.7,9.8,3,6.7,9.8,10.2,6,6,0,0,0,19,1,63,310,0,19
'STOWE CREEK             ','FM 2423           ',31282988,95233043,1958,2,180,7,7,3,10.1,0,0,6,6,0,0,2014,9,1,4,180,1,9
'GAIL CREEK TRIBUTARY    ','FM 2712           ',31170821,95264425,1963,2,390,6.7,13.4,2.1,7,6.7,13.8,6,6,0,0,0,11,1,55,390,0,11
'HURRICANE CREEK TRIB    ','FM 2160           ',31214645,95285193,1957,2,670,6.1,6.3,3,6.7,6.3,13.8,6,6,0,0,2007,10,1,11,670,1,10
'HAMMOND CREEK           ','FM 2663           ',31234175,95253547,1962,2,810,6.1,10.7,3,10.1,10.7,11.1,6,7,0,0,0,15,0,56,810,0,15
'PINEY CREEK             ','FM 2781           ',31180105,95121236,1965,2,500,7.3,7.3,2.7,9.1,7.3,10.5,5,6,0,0,0,20,1,53,500,0,20
'BIG ELKHART CREEK       ','CR 2300           ',31314992,95310186,2002,2,147,6.1,7.2,3,14.6,7.2,7.9,6,7,0,0,0,0,0,16,147,0,0
'KILGORE BRANCH          ','CR 1170 (USFS 511)',31264395,95055120,1966,2,55,4.3,8.6,3,6.7,8.6,9,6,6,0,0,0,0,1,52,55,0,0
'ELM CREEK               ','CR 4625           ',31205596,95105923,1960,1,409,4.9,4.9,3,6.7,4.9,5.3,5,6,0,0,0,0,1,58,409,0,0
'SIMS BRANCH             ','CR 1805           ',31221454,95274574,1993,1,55,5.5,5.5,2.7,6.7,0,0,6,6,0,0,0,0,1,25,55,0,0
'TOWN BRANCH             ','E PEASE AVE       ',31192128,95275211,1920,2,55,5.5,5.5,3,7,5.5,6.6,5,6,0,0,0,0,1,98,55,0,0
'RED CREEK               ','SH 7              ',31364635,94314066,1936,2,5530,13.4,13.4,3,13.4,13.4,14,6,7,0,0,1960,19,0,58,5530,1,19
'CARRIZO CR RELIEF       ','SH 7              ',31361097,94341669,1935,2,5530,13.4,13.4,3,16.2,13.4,14,6,6,0,0,1960,19,1,58,5530,1,19
'YELLOW CREEK            ','SH 21             ',31394841,94503396,1934,2,3540,13.4,13.4,3,6.7,0,0,7,7,0,0,2011,12,0,7,3540,1,12
'DRAW                    ','SH 21             ',31392742,94475277,1934,2,3490,13.4,13.4,1.8,8.2,0,0,6,7,0,0,2011,12,0,7,3490,1,12
'MORRAL CREEK RELIEF     ','SH 21             ',31372494,94433114,1987,2,3770,13.4,13.4,3,6.7,0,0,6,7,0,0,0,12,0,31,3770,0,12
'MORRAL CREEK            ','SH 21             ',31372612,94433403,1987,2,3770,13.4,13.4,3,6.7,0,0,6,7,0,0,0,12,0,31,3770,0,12
'MILL CREEK              ','SH 21             ',31373531,94440202,1987,2,3490,13.4,13.7,3,6.7,13.7,26,6,6,0,0,0,12,1,31,3490,0,12
'MOSS CREEK              ','SH 21             ',31325163,94270737,1958,2,3580,7.3,7.3,3,9.8,0,0,6,6,0,0,2007,10,1,11,3580,1,10
'DIXON BRANCH            ','SH 21             ',31324561,94265287,1958,2,3580,7.3,7.3,2.1,7,0,0,6,7,0,0,2007,10,0,11,3580,1,10
'BEECH CREEK             ','US 259            ',31502843,94405218,1937,4,11460,20.1,20.7,3,13.4,20.7,22.1,6,7,1,0,1967,30,0,51,11460,1,30
'PENN CREEK              ','US 259            ',31462385,94403726,1937,4,13020,20.1,19.5,2.4,7.9,0,0,6,7,1,0,1967,30,0,51,13020,1,30
'MILLS CREEK             ','US 59             ',31503879,94283339,1936,5,9260,24.4,24.4,2.4,13.7,24.4,39.3,6,7,1,0,1988,29,0,30,9260,1,29
'INDIAN CREEK            ','US 59             ',31484758,94301026,1935,5,10660,25.6,25.6,3,7,0,0,6,5,1,0,1991,22,1,27,10660,1,22
'EAST FORK LA NANA       ','US 59             ',31430074,94372554,1935,5,12820,26.5,27.4,3,10.4,0,0,6,7,1,0,1994,22,0,24,12820,1,22
'BANITA CREEK            ','US 59             ',31421116,94382486,1935,4,12820,25.6,25.6,3,13.4,0,0,5,6,1,0,1994,22,1,24,12820,1,22
'TIGER BRANCH            ','US 59             ',31461941,94333536,1991,5,11290,25.9,25.9,3,6.4,0,0,5,6,1,0,0,22,1,27,11290,0,22
'BANITA CREEK            ','BUS 59            ',31360683,94392545,1940,5,15990,17.7,17.7,3.7,36.6,17.7,20.1,6,6,0,0,1967,18,1,51,15990,1,18
'RUSK BRANCH             ','BUS 59            ',31355124,94393821,1940,5,15990,16.8,16.8,2.4,7.9,0,0,6,7,0,0,1967,18,0,51,15990,1,18
'BLACK CREEK             ','US 59             ',31282983,94433374,1962,4,24700,37.8,13.4,2.4,8.8,0,0,6,6,1,0,0,22,1,56,24700,0,22
'INDIAN CREEK            ','SH 204            ',31492451,94543380,1943,2,1750,6.7,6.7,1.5,7.6,0,0,7,6,0,0,0,25,1,75,1750,0,25
'DRAW                    ','SH 204            ',31490085,94530992,1943,2,1750,6.7,6.7,2.7,9.1,6.7,10.8,6,7,0,0,0,25,0,75,1750,0,25
'DILL CREEK              ','SH 204            ',31484361,94485532,1943,2,2230,8.5,8.5,3,10.1,8.5,14.2,7,7,0,0,2013,18,0,5,2230,1,18
'DRAW                    ','SH 204            ',31474897,94471509,1943,2,2330,6.7,6.9,3,7.9,0,0,6,7,0,0,0,18,0,75,2330,0,18
'BLACK BRANCH            ','SH 7              ',31323203,94445179,1952,3,3570,15.5,15.5,2.7,8.5,0,0,5,7,0,0,2008,18,0,10,3570,1,18
'BINGHAM CREEK           ','FM 225            ',31404611,94523328,1987,2,600,6.7,6.7,3,8.8,0,0,5,7,0,0,0,11,0,31,600,0,11
'ANDERSON CREEK          ','FM 95             ',31464022,94292611,1951,2,310,8.5,8.5,1.5,7,0,0,6,7,0,0,0,10,0,67,310,0,10
'LICK CREEK              ','FM 95             ',31270832,94203823,1959,2,560,6.1,6.1,3,9.8,0,0,5,6,0,0,0,23,1,59,560,0,23
'TRIB OF LAGROULLE CR    ','FM 95             ',31245781,94205005,1960,2,570,6.1,6.1,3,6.4,0,0,6,6,0,0,0,10,1,58,570,0,10
'DORR CREEK              ','FM 1275           ',31291322,94353445,1969,2,70,6.1,6.1,3,9.8,0,0,6,7,0,0,0,8,0,49,70,0,8
'BURROWS BRANCH          ','FM 1275           ',31371620,94382335,1970,4,16800,21,21,3,6.7,0,0,6,6,0,0,2009,10,1,9,16800,1,10
'TRIB OF LA NANA BAYOU   ','FM 1275           ',31382354,94382349,1981,4,4730,15.9,16.8,2.7,8.8,0,0,6,6,0,0,0,17,1,37,4730,0,17
'ALAZAN BAYOU            ','FM 225            ',31350486,94460578,1955,2,1670,11.3,11.3,3,6.4,0,0,6,6,0,0,1987,12,1,31,1670,1,12
'LEGG CREEK              ','FM 225            ',31354755,94524448,1957,2,310,6.1,8.5,3,12.8,0,0,6,7,0,0,0,11,0,61,310,0,11
'MORRAL CREEK            ','FM 343            ',31395909,94424993,1958,2,2370,7.3,7.5,3,6.7,0,0,6,6,0,0,0,11,1,60,2370,0,11
'DRAW                    ','FM 343            ',31421248,94481932,1959,2,1080,6.4,7.5,3,13.1,7.5,13.1,6,7,0,0,0,10,0,59,1080,0,10
'BONITA CREEK            ','FM 343 & US 59    ',31400096,94403097,1966,6,760,24.4,21.9,3,11,0,0,5,6,0,0,1984,18,1,34,760,1,18
'NOG CREEK               ','LOOP 224          ',31344656,94382755,1964,4,10480,14.6,14.6,3,6.4,0,0,6,7,1,0,0,9,0,54,10480,0,9
'E FORK LA NANA CREEK    ','LP 224            ',31390791,94382285,1975,4,15020,25.6,25.6,3,6.7,25.6,37.6,5,6,1,0,0,9,1,43,15020,0,9
'BURROWS BRANCH          ','FM 1411           ',31371439,94380555,1962,4,5320,16.5,16.5,3,6.7,16.5,23.5,5,6,0,0,1985,10,1,33,5320,1,10
'BLACK BAYOU             ','FM 2782           ',31294290,94431732,2000,2,720,7.6,9.1,3,13.1,0,0,5,7,0,0,0,3,0,18,720,0,3
'DILL CREEK              ','FM 2783           ',31491524,94484401,1965,2,330,6.4,6.4,3,7.6,0,0,6,5,0,0,0,12,1,53,330,0,12
'TURKEY CREEK            ','FM  1878          ',31421906,94284742,1972,2,290,6.1,6.1,2.7,8.8,6.1,10.8,7,7,0,0,0,7,0,46,290,0,7
'BEECH CREEK             ','CR 874            ',31454544,94525622,1993,2,84,4.9,8.4,3,6.4,8.4,13.5,6,7,0,0,0,0,0,25,84,0,0
'BOGGY CREEK TRIBUTARY   ','CR 489            ',31221450,94203393,1960,2,55,5.5,5.5,2.7,9.1,0,0,5,7,0,0,0,0,0,58,55,0,0
'BLACK BAYOU             ','CR 659            ',31283333,94433587,1930,2,62,6.1,7.2,2.4,8.2,7.2,7.7,5,6,0,0,0,0,1,88,62,0,0
'BRUSHY CREEK            ','US 59             ',30570518,94492726,1940,4,19210,23.2,11.6,3,7,0,0,6,6,1,0,1966,28,1,52,19210,1,28
'SAND CREEK              ','US 59             ',30540244,94500013,1941,4,15470,23.2,11.6,2.4,8.2,0,0,6,6,1,0,1966,33,1,52,15470,1,33
'CROOKED CREEK           ','US 59             ',30395677,94565622,1938,4,24760,23.2,11.6,3,6.7,0,0,6,5,1,0,1963,23,1,55,24760,1,23
'SANSON CREEK            ','US 59             ',30365177,94564110,1963,4,26120,23.2,11.6,3,10.1,0,0,6,6,1,0,0,23,1,55,26120,0,23
'DRAW                    ','US 59             ',30383600,94564372,1963,4,24760,23.2,11.6,1.5,9.8,0,0,5,5,1,0,0,23,1,55,24760,0,23
'DRAIN                   ','US 59             ',30423642,94571095,1977,10,30770,55.2,11.3,2.1,7.6,0,0,6,5,1,0,0,18,1,41,30770,0,18
'SANSON CREEK            ','LOOP 393          ',30364563,94565162,1938,2,1270,8.5,8.5,3,10.1,0,0,6,5,0,0,0,11,1,80,1270,0,11
'WEST TEMPE CREEK        ','US 190            ',30455066,95014625,1969,2,9640,12.8,14.1,3,10.1,0,0,6,6,0,0,0,6,1,49,9640,0,6
'LAKE TOMBIGBEE SPILLWAY ','PARK RD 56        ',30421991,94404900,1972,2,280,7.3,10.3,3,8.5,10.3,11.1,7,7,0,0,0,14,0,46,280,0,14
'DRY CREEK               ','US 287            ',30594888,94492030,1958,2,3030,8.5,8.7,2.1,8.2,0,0,6,6,0,0,0,21,1,60,3030,0,21
'DRY CREEK RELIEF        ','US 287            ',30594913,94491145,1958,2,3030,8.5,8.7,2.4,8.2,0,0,7,7,0,0,0,21,0,60,3030,0,21
'DRAW                    ','US 287            ',30593564,94482388,1931,2,3030,8.5,8.5,1.2,7,0,0,6,5,0,0,1965,21,1,53,3030,1,21
'DRAW                    ','US 287            ',30565825,94411001,1931,2,2390,7.9,7.9,1.2,7,0,0,6,7,0,0,1965,26,0,53,2390,1,26
'DRAW                    ','FM 62             ',30545817,94442491,1947,2,1360,7.3,7.2,1.5,14,7.2,7.9,5,6,0,0,0,25,1,71,1360,0,25
'BARNETT CREEK           ','FM 350            ',30543939,94535019,1987,2,620,7.3,9.9,3,10.1,9.9,18.7,6,6,0,0,0,9,1,31,620,0,9
'LONG KING CREEK         ','FM 350            ',30550300,94522139,1990,2,620,7.3,9.8,3,10.1,9.8,18.7,5,7,0,0,0,9,0,28,620,0,9
'CREEDS CREEK            ','FM 352            ',31004605,94472339,1948,2,250,7.9,8.7,1.5,8.5,8.7,11.6,5,6,0,0,2001,14,1,17,250,1,14
'DRY CREEK               ','FM 352            ',31001106,94490693,1989,2,1340,7.9,9.4,2.7,9.1,9.4,13.7,5,7,0,0,0,11,0,29,1340,0,11
'DRY CREEK RELIEF        ','FM 352            ',31001106,94485737,1989,2,1340,7.9,9.4,2.7,11.9,9.4,13.7,7,7,0,0,0,11,0,29,1340,0,11
'DRAW                    ','FM 942            ',30545595,94440076,1985,2,3010,7.3,13.3,2.7,10.4,13.3,17.5,5,7,0,0,0,16,0,33,3010,0,16
'ALEXANDER CREEK         ','FM 942            ',30485927,94505267,1991,2,580,7.9,9.4,3,10.1,9.4,21.7,6,6,0,0,0,25,1,27,580,0,25
'MENARD CREEK RELIEF     ','FM 943            ',30340946,94420332,1987,2,940,9.1,12.1,3,10.1,12.1,17.5,6,7,0,0,0,11,0,31,940,0,11
'JOHNSON CREEK           ','FM 942            ',30563807,94464249,1991,2,1160,8.5,8.5,3,14,0,0,6,7,0,0,0,25,0,27,1160,0,25
'ROBINETT BRANCH         ','TRIPLE CREEK LOOP ',30501028,95043462,1995,2,55,5.5,7.8,2.4,9.4,0,0,6,7,0,0,0,0,0,23,55,0,0
'TRIB ROCKY CREEK        ','COLITA LOOP       ',30523389,95010062,1988,2,525,6.1,8.5,7.3,7.3,0,0,5,6,0,0,0,0,1,30,525,0,0
'LONG KING CREEK RELIEF  ','BERING ROAD       ',30530174,94515624,1999,2,55,4.3,7.2,1.8,9.1,7.2,7.9,7,7,0,0,0,0,0,19,55,0,0
'BRANCH OF PINEY CREEK   ','PARMLEY/PARRISH RD',31011357,94431476,2001,2,55,4.9,7.4,2.4,8.8,7.4,9.5,6,7,0,0,0,0,0,17,55,0,0
'TRIB OF BIG SANDY CREEK ','UPPER LEGGETT RD  ',1000000,1000000,2017,2,73,7.3,7.3,2.1,7.6,7.3,7.9,7,8,0,0,0,0,0,1,73,0,0
'DABBS CREEK             ','HERB ROAD         ',30534712,94435590,2008,2,55,4.9,7.3,2.7,9.1,7.3,12.2,6,7,0,0,0,0,0,10,55,0,0
'WOODS CREEK             ','H K ADAMS ROAD    ',30434260,94370984,2000,2,55,6.1,7.4,3,17.1,7.4,9.4,6,7,0,0,0,0,0,18,55,0,0
'MENARD CREEK RELIEF     ','KELLEY RD         ',30441215,94494376,2008,2,62,4.3,7.3,2.7,11.9,7.3,10.4,7,7,0,0,0,0,0,10,62,0,0
'Dry Branch              ','Bird Road         ',1000000,1000000,2017,2,50,5.5,7.3,3,10.4,7.3,8,7,7,0,0,0,0,0,1,50,0,0
'Draw                    ','Revia Road        ',1000000,1000000,2017,2,10,5.5,5.5,2.7,6.4,5.5,11,7,9,0,0,0,0,0,1,10,0,0
'THORNBERG CREEK         ','FM 1              ',31230668,93594010,1954,2,280,6.7,6.7,3,6.7,0,0,6,7,0,0,0,17,0,64,280,0,17
'WILSON BRANCH           ','SH 21             ',31255847,93500409,1966,4,1200,14.3,14.6,3,6.7,0,0,6,7,1,0,0,29,0,52,1200,0,29
'DAVIS CREEK             ','SH 87             ',31350293,93564858,1938,2,480,7,11,1.8,10.4,11,11.7,6,7,0,0,0,13,0,80,480,0,13
'CAUSEY CREEK            ','SH 87             ',31225428,93500535,1964,2,1600,7.3,7.3,3,6.7,0,0,6,7,0,0,0,17,0,54,1600,0,17
'CONNER CREEK            ','SH 87             ',31151337,93475636,1954,2,1520,8.8,9.2,3,6.7,0,0,6,7,0,0,1973,16,0,45,1520,1,16
'DONAHUE CREEK           ','SH 103            ',31244021,94005152,1958,2,1980,7.9,12.9,3,6.7,12.9,18.7,6,7,1,0,0,23,0,60,1980,0,23
'TEBO CREEK              ','SH 103            ',31244929,93592666,1958,2,2200,17.7,18,3,10.1,18,24.8,6,7,1,0,1997,18,0,21,2200,1,18
'DRAINAGE DITCH          ','SH 103            ',31255470,93555538,1962,2,1760,7.9,7.9,2.4,7.6,0,0,7,6,1,0,0,18,1,56,1760,0,18
'LITTLE SANDY CREEK      ','FM 83             ',31152570,93575344,1956,2,2170,7.9,14.6,3,6.7,14.6,17.1,6,6,0,0,1971,7,1,47,2170,1,7
'INDIAN CREEK            ','FM 944            ',31191185,93473128,1959,2,150,6.7,6.7,3,6.7,0,0,6,7,0,0,0,9,0,59,150,0,9
'BEEF CREEK              ','FM 944            ',31184326,93464000,1959,2,150,6.7,11.3,3,6.7,11.3,11.7,7,7,0,0,0,9,0,59,150,0,9
'N BRANCH COLOROW CREEK  ','FM 330            ',31324641,93560833,2004,2,40,6.7,9.1,3,9.4,9.1,12.3,6,7,0,0,0,7,0,14,40,0,7
'S BRANCH COLOROW CREEK  ','FM 330            ',31323486,93560247,2004,2,150,6.7,9.1,3,9.4,9.1,12.3,6,7,0,0,0,8,0,14,150,0,8
'WALNUT CREEK            ','FM 2343           ',31142537,93494548,1956,2,190,7.3,7.5,3,6.7,0,0,6,7,0,0,0,3,0,62,190,0,3
'FISH CREEK              ','FM 2343           ',31134233,93503722,1956,2,190,7.3,7.6,3,6.7,7.6,11.4,5,7,0,0,0,3,0,62,190,0,3
'BRUSHY CREEK            ','FM 2343           ',31131775,93510980,1993,2,190,7.3,8.4,3,6.7,0,0,5,7,0,0,0,3,0,25,190,0,3
'SIX MILE CREEK          ','FM 2343           ',31113146,93505795,1987,2,200,7.3,8.7,3,10.1,8.7,14.4,5,6,0,0,0,6,1,31,200,0,6
'LITTLE SANDY CREEK      ','FM 2426           ',31143165,93575909,1959,2,2520,6.7,7,3,6.7,0,0,6,7,0,0,0,28,0,59,2520,0,28
'POMPONAUGH CREEK        ','FM 2426           ',31143296,93571287,1959,2,280,7.3,7.3,3,6.7,0,0,6,6,0,0,0,37,1,59,280,0,37
'EASLEY CREEK            ','FM 83             ',31150126,93584555,1984,2,2370,6.7,12.2,3,10.1,12.2,16.9,6,7,0,0,0,9,0,34,2370,0,9
'SANDY CREEK             ','FM 2866           ',31191674,94012567,1964,2,90,6.7,6.7,3,7.6,6.7,12.6,6,5,0,0,0,1,1,54,90,0,1
'PALO GAUCHO BAYOU       ','MCMAHANS CHAPEL RD',31264169,93575134,2002,2,55,4.3,7.4,3,6.7,7.4,19.2,6,7,0,0,0,0,0,16,55,0,0
'MADDOX CREEK            ','PARRISH BARRETT CR',31252733,93555786,2000,2,55,4.9,8.4,3,6.7,8.4,15.3,5,7,0,0,0,0,0,18,55,0,0
'TEBO CREEK              ','RANDOLPH DR       ',31250639,93593798,2002,2,55,4.3,7.3,3.7,8.8,7.3,18,7,7,0,0,0,0,0,16,55,0,0
'MASON CREEK             ','TELEPHONE RD      ',31300995,93494605,1989,2,73,6.1,7.3,2.7,8.8,7.3,14.3,6,7,0,0,0,0,0,29,73,0,0
'Wilson Branch           ','Davidson Road     ',1000000,1000000,2017,2,50,6.1,6.1,1.8,7.6,0,0,5,7,0,0,0,0,0,1,50,0,0
'HOUSEN BAYOU TRIBUTARY  ','BAYOU BEND RD     ',31191939,93524813,2002,2,55,4.3,7.3,3,10.4,7.3,9.1,6,5,0,0,0,0,1,16,55,0,0
'FRIZELLE BRANCH         ','SH 147            ',31341020,94052506,1988,2,710,6.7,10.3,6.1,6.4,10.3,11,7,7,0,0,0,14,0,30,710,0,14
'TIGER CREEK             ','SH 21             ',31311805,94040869,1923,2,2000,7.3,14.6,3,7,14.6,15,6,6,0,0,1961,20,1,57,2000,1,20
'CARRIZO CREEK           ','SH 21             ',31313669,94053345,1942,2,2000,7.3,11.2,3,10.4,11.2,13.7,5,5,0,0,0,20,1,76,2000,0,20
'NICIPER CREEK           ','SH 21             ',31304310,94142326,1936,2,2260,8.5,8.5,2.4,12.5,0,0,6,6,0,0,2010,10,1,8,2260,1,10
'JOHNSON CREEK           ','SH 103            ',31233278,94150506,1950,2,2980,13.4,14.6,3,7.9,14.6,15.3,6,6,1,0,0,18,1,68,2980,0,18
'DRAW                    ','SH 103            ',31235585,94063621,1956,2,2260,13.1,13.7,3,6.7,13.7,14.4,6,7,1,0,0,18,0,62,2260,0,18
